Time,Chamber Pressure [Bar],N2 Pressure [Bar],Leakage Rate [Bar/Min],Wall Temp [C],Coolant In Temp,Coolant Out Temp,Injector Temp [C],Internal Temp [C],Heater on?
06/13/2024 10:26:56.772 AM,0.07143828273,0.3629053235,0.05772487447,53.61618423,40.4291954,40.01659012,36.28194427,44.94636154,0
06/13/2024 10:26:57.672 AM,0.05710487813,0.3772397339,0.03267705068,53.63661957,40.45889282,40.04025269,36.3019371,44.98681259,0
06/13/2024 10:26:58.771 AM,0.04277046397,0.3461820185,0.009246793576,53.67638397,40.48074341,40.08965683,36.34400177,45.06362915,0
06/13/2024 10:26:59.671 AM,0.05710487813,0.343793124,0.002546473173,53.70949554,40.47154617,40.108181,36.39109421,45.13872528,0
06/13/2024 10:27:00.672 AM,0.06904938072,0.3366253972,-0.0001379919413,53.73592377,40.43729401,40.11053085,36.43640518,45.20759201,0
06/13/2024 10:27:01.672 AM,0.06666047871,0.3414041996,0.007508742157,53.74560165,40.42450333,40.09809113,36.45708084,45.23721313,0
06/13/2024 10:27:02.771 AM,0.06427158415,0.3533487022,-0.01808906533,53.75848389,40.39611435,40.08533478,36.49935913,45.30024719,0
06/13/2024 10:27:03.672 AM,0.07382718474,0.3533487022,-0.01294550858,53.76889038,40.40111542,40.07096481,36.54465103,45.35679626,0
06/13/2024 10:27:04.772 AM,0.06427158415,0.343793124,-0.01796821505,53.7718811,40.43291855,40.08091736,36.58777618,45.40707016,0
06/13/2024 10:27:05.771 AM,0.03799165785,0.3509598076,-0.0543287918,53.77137756,40.42974854,40.09658432,36.63074875,45.43061066,0
06/13/2024 10:27:06.772 AM,0.04515936598,0.3485709131,-0.06086430326,53.76685715,40.44578934,40.10232162,36.65129471,45.47679901,0
06/13/2024 10:27:07.771 AM,0.01887944527,0.3557376266,-0.109565407,53.75813675,40.51995468,40.12781143,36.6939621,45.51879883,0
06/13/2024 10:27:08.772 AM,0.05949377641,0.3557376266,-0.1198959053,53.74437714,40.58599854,40.18055344,36.73829269,45.55804825,0
06/13/2024 10:27:09.671 AM,0.06904938072,0.3629053235,-0.09415195137,53.72690201,40.58842468,40.22846985,36.77939224,45.59137726,0
06/13/2024 10:27:10.671 AM,0.06666047871,0.3533487022,-0.08973929286,53.71667099,40.5848465,40.23572922,36.79878616,45.60868073,0
06/13/2024 10:27:11.671 AM,0.06427158415,0.3509598076,-0.01560354047,53.69385147,40.59040833,40.24217987,36.83910751,45.63885117,0
06/13/2024 10:27:12.671 AM,0.05232607201,0.3199020922,-0.002915900899,53.66800308,40.63092041,40.25907135,36.88080978,45.66636658,0
06/13/2024 10:27:13.771 AM,0.0833837986,0.343793124,0.04451297224,53.63903809,40.70523834,40.29360962,36.92060852,45.69477463,0
06/13/2024 10:27:14.771 AM,0.06427158415,0.3414041996,0.0905649662,53.60510635,40.7533989,40.35244751,36.96000671,45.71757507,0
06/13/2024 10:27:15.771 AM,0.08577369899,0.3366253972,0.1049036011,53.57244492,40.77762222,40.39586639,36.97961426,45.72816849,0
06/13/2024 10:27:16.771 AM,0.09532930702,0.3605154157,0.1375548542,53.55337143,40.78429794,40.40752029,37.01896667,45.751091,0
06/13/2024 10:27:17.771 AM,0.06427158415,0.3485709131,0.07428252697,53.51590729,40.79585648,40.4309845,37.05550003,45.77062988,0
06/13/2024 10:27:18.671 AM,0.06427158415,0.3414041996,0.04948419333,53.47468948,40.73897552,40.43769073,37.09410858,45.78986359,0
06/13/2024 10:27:19.772 AM,0.06666047871,0.343793124,0.007749546319,53.43481064,40.70544052,40.42653656,37.11249542,45.79869461,0
06/13/2024 10:27:20.771 AM,0.06427158415,0.3509598076,-0.03813614696,53.41326904,40.68052673,40.38367462,37.15181351,45.8172493,0
06/13/2024 10:27:21.671 AM,0.06188267842,0.3509598076,-0.005961230956,53.36556244,40.68086243,40.37015152,37.19026947,45.83422852,0
06/13/2024 10:27:22.771 AM,0.05710487813,0.3581265211,-0.02770529501,53.31937027,40.72092056,40.37326431,37.22491837,45.84815216,0
06/13/2024 10:27:23.671 AM,0.06188267842,0.3342365026,-0.009942601435,53.27355957,40.76828766,40.40625,37.26617813,45.86350632,0
06/13/2024 10:27:24.771 AM,0.07143828273,0.3605154157,-0.005522021092,53.22303009,40.80148315,40.43838882,37.30213928,45.87766266,0
06/13/2024 10:27:25.671 AM,0.08099489659,0.370072037,-0.012815658,53.1964798,40.85070801,40.4513855,37.32068634,45.88431931,0
06/13/2024 10:27:26.771 AM,0.03799165785,0.3318476081,-0.01211932488,53.14623642,40.92574692,40.51383591,37.35978317,45.89807892,0
06/13/2024 10:27:27.771 AM,0.02365724742,0.3557376266,-0.07046294957,53.09306335,40.97474289,40.57243729,37.39716339,45.91054916,0
06/13/2024 10:27:28.771 AM,0.06666047871,0.3461820185,-0.05186680332,53.04115295,41.02785492,40.61561966,37.43065643,45.92237854,0
06/13/2024 10:27:29.771 AM,0.04754826799,0.3390142918,-0.05516977236,52.98602676,41.06955338,40.64123917,37.45117569,45.93036652,0
06/13/2024 10:27:30.671 AM,0.04515936598,0.3461820185,-0.08147094399,52.95908356,41.08090591,40.68875885,37.48652649,45.94214249,0
06/13/2024 10:27:31.772 AM,0.05949377641,0.3461820185,-0.0649541989,52.90385056,41.11166382,40.71792984,37.52218246,45.9559021,0
06/13/2024 10:27:32.771 AM,0.06427158415,0.3175121844,-0.09250063449,52.8464241,41.14607239,40.75323486,37.55828857,45.96596146,0
06/13/2024 10:27:33.671 AM,0.006933934055,0.2936221659,-0.1118278801,52.81703949,41.15851593,40.76497269,37.57379532,45.97479248,0
06/13/2024 10:27:34.771 AM,0.06427158415,0.3629053235,-0.1207942888,52.75872803,41.18741989,40.79796982,37.60847855,45.98498917,0
06/13/2024 10:27:35.671 AM,0.05949377641,0.3461820185,-0.04915688932,52.70316696,41.1715126,40.82219696,37.6470108,45.99704361,0
06/13/2024 10:27:36.772 AM,0.08099489659,0.3318476081,-0.007247404661,52.64371872,41.12842178,40.81674957,37.68196869,46.0080986,0
